ISIN,Security Name,BSE,NSE,Alias name
INE0VI201010,SIMANDHAR IMPEX LIMITED,544662,,
INE748T01016,Simbhaoli Sugars Limited,539742,SIMBHALS,
INE657D01021,Simmonds-Marshall Ltd,507998,,
INE658D01011,Simplex Castings Ltd.,513472,,
INE059B01024,Simplex Infrastructures Limited,523838,SIMPLEXINF,
INE457H01027,SIMPLEX MILLS COMPANY LIMITED,533018,,
INE456H01029,SIMPLEX PAPERS LTD.,533019,,
INE167H01014,Simplex Realty Limited,503229,,
INE354D01017,Simran Farms Ltd.,519566,,
INE985A01022,Sinclairs Hotels Limited,523023,SINCLAIR,
INE325D01025,Sindhu Trade Links Limited,532029,SINDHUTRAD,
INE638A01035,Singer India Limited,505729,SINGERIND,
INE896E01023,Sinnar Bidi Udyog Ltd.,509887,,
INE129Z01016,Sintercom India Limited,,SINTERCOM,
INE792Z01011,Sirca Paints India Limited,543686,SIRCA,
INE785O01019,Sirohia & Sons Limited,538667,,
INE285J01028,SIS LIMITED,540673,SIS,
INE579D01019,Sita Enterprises LTD.,512589,,
INE965H01011,Siti Networks Limited,532795,SITINET,
INE0QSK01017,Siyaram Recycling Industries Limited,544047,,
INE076B01028,Siyaram Silk Mills Limited,503811,SIYSIL,
INE235U01012,SIZEMASTERS TECHNOLOGY LIMITED,513496,,
INE002L01015,SJVN Limited,533206,SJVN,
INE04ST01013,SK International Export Limited,542728,,
INE13YH01017,SK Minerals & Additives Limited,544584,,
INE2J8701016,SKF India (Industrial) Limited,544572,SKFINDUS,
INE640A01023,SKF India Limited,500472,SKFINDIA,
INE439E01022,Skipper Limited,538562,SKIPPER,
INE411D01023,SKM Egg Products Export (India) Limited,532143,SKMEGGPROD,SKM Egg Products Exports (India) Lt
INE709B01016,SKP Securities Ltd.,531169,,
INE01IU01018,SKY GOLD AND DIAMONDS LIMITED,541967,SKYGOLD,
INE765B01018,Sky Industries Ltd,526479,,
INE393H01016,SKYBIOTECH HEALTHCARE LIMITED,512036,,
INE178E01026,Skyline Millars Ltd,505650,,
INE0C4I01011,SM Auto Stamping Limited,543065,,
INE766D01020,Smart Finsec Limited,539494,,
INE178C01020,Smartlink Holdings Limited,532419,SMARTLINK,
INE0NAZ01010,Smartworks Coworking Spaces Limited,544447,SMARTWORKS,
INE440E01012,SMC Credits ltd.,532138,,
INE103C01036,SMC Global Securities Limited,543263,SMCGLOBAL,
INE728B01032,Smiths & Founders (India) Limited,513418,,
INE294B01019,SML Mahindra Limited,505192,SMLMAH,
INE11XK01017,SMR Jewels Limited,544774,,
INE172E01011,Smruthi Organics Limited,540686,,
INE812G01025,SMS Pharmaceuticals Limited,532815,SMSPHARMA,
INE673E01018,SMT ENGINEERING LIMITED,538563,,
INE568F01017,SNL Bearings Ltd.,505827,,
INE734N01019,Snowman Logistics Limited,538635,SNOWMAN,
INE671H01015,Sobha Limited,532784,SOBHA,
INE754D01018,Sobhagya Mercantile Ltd.,512014,,
INE0Q3401017,Sodhani Academy of Fintech Enablers Limited,544257,,
INE0QU501030,SODHANI CAPITAL LIMITED,544560,,
INE499Q01012,SOFCOM SYSTEMS LIMITED,538923,,
INE562E01021,Softrak Venture Investments Ltd.,531529,,
INE728Z01015,Softtech Engineers Limited,543470,SOFTTECH,
INE343H01029,Solar Industries India Limited,532725,SOLARINDS,
INE624Z01016,Solara Active Pharma Sciences Limited,541540,SOLARA,
INE0W0H01017,SOLARIUM GREEN ENERGY LIMITED,544354,,
INE0TY101024,Solarworld Energy Solutions Limited,544532,SOLARWORLD,
INE880Y01017,Solex Energy Limited,,SOLEX,
INE584G01012,Solid Stone Company Ltd.,513699,,
INE410A01013,Solitaire Machine Tools Ltd,522152,,
INE1IIQ01028,Solvex Edibles Limited,544539,,
INE480C01038,Som Distilleries & Breweries Limited,507514,SDBL,
INE314C01013,Soma Textiles & Industries Limited,521034,SOMATEX,Soma Textile & Industries Ltd
INE355A01028,Somany Ceramics Limited,531548,SOMANYCERA,
INE323J01019,Somi Conveyor Beltings Limited,533001,SOMICONVEY,
INE073K01018,Sona BLW Precision Forgings Limited,543300,SONACOMS,
INE344I01017,Sonal Adhesives Ltd.,526901,,
INE321M01017,Sonal Mercantile Limited,538943,SONAL,
INE0N5O01013,Sonalis Consumer Products Limited,543924,,
INE00LM01029,SONAM LIMITED,,SONAMLTD,
INE269A01021,Sonata Software Limited,532221,SONATSOFTW,
INE848R01018,Soni Medicare Limited,539378,,
INE268X01017,Sophia Traexpo Limited,541633,,
INE695C01015,Source Industries (India) Ltd,521036,,
INE679C01027,Source Natural Foods & Herbal Suppl Ltd,531398,,
INE088G01014,South India Paper Mills Ltd.,516108,,
INE980Y01015,South West Pinnacle Exploration Limited,543986,SOUTHWEST,
INE298B01010,SOUTHERN INFOCONSULTANTS LIMITED,540174,,
INE410M01018,Southern Latex Ltd.,514454,,
INE308N01012,Southern Magnesium And Chemicals Lt,513498,,
INE147A01011,Southern Petrochemicals Industries Corporation  Limited,590030,SPIC,Southern Petrochemical Industries Corporation Limited
INE959D01013,Sovereign Diamonds Ltd,523826,,
INE726X01014,SPA Capital Services Limited,542376,,
INE797Z01028,Space Incubatrics Technologies Limited,541890,,
INE970N01027,Spacenet Enterprises India Limited,,SPCENET,
INE572J01011,Spandana Sphoorty Financial Limited,542759,SPANDANA,
IN9572J01019,Spandana Sphoorty Financial Limited,890221,,
INE960B01015,SPARC ELECTREX LIMITED,531370,,
INE618F01010,SPARKLE GOLD ROCK LIMITED,530037,,
INE0R0M01014,SPECIALITY MEDICINES LIMITED,544738,,
INE247M01014,Speciality Restaurants Limited,534425,SPECIALITY,
INE848B01012,Spectra Industries Ltd.,513687,,
INE01EO01010,Spectrum Electrical Industries Limited,544386,SPECTRUM,
INE547C01018,Spectrum Foods Limited,531982,,
INE497M01015,Speedage Commercials Ltd.,512291,,
INE252A01019,SPEL Semiconductor Ltd.,517166,,
INE020801028,Spencer's Retail Limited,542337,SPENCERS,
INE175C01018,Spenta International Ltd.,526161,,
INE882D01017,SPICE ISLANDS INDUSTRIES LIMITED,526827,,
INE631E01024,SPICE LOUNGE FOOD WORKS LIMITED,539895,,
INE285B01017,SpiceJet Limited,500285,,
INE10XX01012,SPINAROO COMMERCIAL LIMITED,544392,,
INE978G01016,SPL Industries Limited,532651,SPLIL,
INE937A01023,SPML Infra Limited,500402,SPMLINFRA,
INE885H01029,Sportking India Limited,539221,SPORTKING,
INE537U01037,Sprayking Limited,540079,,
INE179O01031,SPRIGHT AGRO LIMITED,531205,,
INE02ZA01012,SPRINGFORM TECHNOLOGY LIMITED,501479,,
INE177E01010,SPV GLOBAL TRADING LIMITED,512221,,
INE716K01020,Square Four Projects India Limited,526532,,
INE377C01010,Sree chem Resins Ltd,514248,,
INE917H01012,Sree Rayalaseema Hi-Strength Hypo Limited,532842,SRHHYPOLTD,
INE099F01013,Sreeleathers Limited,535601,SREEL,
INE606K01049,Srestha Finvest Limited,539217,,
INE647A01010,SRF Limited,503806,SRF,
INE326P01019,SRG FINGROW FINANCE LIMITED,536710,,
INE559N01010,SRG Housing Finance Limited,534680,SRGHFL,
INE985Q01010,SRI AMARNATH FINANCE LIMITED,538863,,
INE827D01020,Sri Chakra Cement Limited,518053,,
INE293B01029,Sri Havisha Hospitality and Infrastructure Limited,531322,HAVISHA,
INE009C01019,Sri KPR Industries Ltd,514442,,
INE456D01010,Sri Lakshmi Saraswathi Textiles (Ar,521161,,
INE0V9Q01010,Sri Lotus Developers and Realty Limited,544469,LOTUSDEV,
INE443E01016,Sri Nachammai Cotton Mills Ltd.,521234,,
INE306D01017,Sri Ramakrishna Mills (Coimbatore) Ltd.,521178,,
INE0RJ901010,SRIGEE DLM LIMITED,544399,,
INE0R6Z01013,SRM Contractors Limited,544158,SRM,
INE425C01017,SRU Steels Limited,540914,,
INE1U2R01013,SSMD AGROTECH INDIA LIMITED,544621,,
INE838C01011,SSPDL Limited,530821,,
INE820R01017,SSPN Finance Limited,539026,,
INE0RYC01010,Stallion India Fluorochemicals Limited,544342,STALLION,
INE16QA01011,STANBIK AGRO LIMITED,544659,,
INE502C01039,Standard Batteries Ltd.,504180,,
INE625D01028,Standard Capital Markets Ltd.,511700,,
INE0M4D01010,Standard Engineering Technology Limited,544333,SETL,
INE173A01025,Standard Industries Limited,530017,SIL,
INE888N01013,Standard Shoe Sole and Mould (India) Ltd,523351,,
INE307D01015,Standard Surfactants Ltd.,526231,,
INE01A001028,Stanley Lifestyles Limited,544202,STANLEY,
INE457D01018,Stanpacks (India) Ltd.,530931,,
INE441L01015,Stanrose Mafatlal Investments & Fin,506105,,
INE460H01021,Star Cement Limited,540575,STARCEMENT,
INE541K01014,STAR DELTA TRANSFORMERS LIMITED,539255,,
INE575P01011,Star Health and Allied Insurance Company Limited,543412,STARHEALTH,
INE526R01028,STAR HOUSING FINANCE LIMITED,539017,,
INE0YG001013,STAR IMAGING AND PATH LAB LIMITED,544482,,
INE733A01018,Star Paper Mills Limited,516022,STARPAPER,
INE347I01010,Starcom Information Technology Ltd,531616,,
INE594W01042,STARLINEPS ENTERPRISES LIMITED,540492,,
INE580C01019,Starlog Enterprises Limited,520155,,
INE320M01019,STARSOURCE MULTITRADE LIMITED,506365,,
INE992I01013,Starteck Finance Limited,512381,STARTECK,
INE062A01020,State Bank of India,500112,SBIN,
INE114A01011,Steel Authority of India Limited,500113,SAIL,
INE395H01011,Steel City Securities Limited,,STEELCITY,
INE503B01021,STEEL EXCHANGE INDIA LIMITED,534748,STEELXIND,
INE205F01016,Steel Strips Infrastructures Limited,513173,,
INE802C01033,Steel Strips Wheels Limited,513262,SSWL,Steel Strips & Wheels Ltd
INE124E01038,Steelcast Limited,513517,STEELCAS,
INE0MSK01016,STEELMAN TELECOM LIMITED,543622,,
INE577L01016,Stel Holdings Limited,533316,STEL,
INE395F01023,STELLANT SECURITIES (INDIA) LIMITED,526071,,
INE325P01011,STELLAR CAPITAL SERVICES LIMITED,536738,,
INE623D01015,Step Two Corporation Ltd.,531509,,
INE00M201021,Sterling and Wilson Renewable Energy Limited,542760,SWSOLAR,
INE398F01019,Sterling Green  Woods  Limited,526500,,
INE067E01013,Sterling Powergensys Limited,513575,,
INE334A01023,Sterling Tools Limited,530759,STERTOOLS,
INE089C01029,Sterlite Technologies Limited,532374,STLTECH,
INE353H01010,STL Global Limited,532730,SGL,
INE1VXE01018,STL Networks Limited,544395,STLNETWORK,
INE0RGM01016,Storage Technologies and Automation Limited,544171,,
INE00IN01015,Stove Kraft Limited,543260,STOVEKRAFT,
INE755D01015,Stovec Industries Ltd.,504959,,
INE473C01025,STRATMONT INDUSTRIES LIMITED,530495,,
INE939A01011,Strides Pharma Science Limited,532531,STAR,
INE958L01034,STRING METAVERSE LIMITED,534535,,
INE00Q601028,Studds Accessories Limited,544599,STUDDS,
INE239C01020,Stylam Industries Limited,526951,STYLAMIND,
INE189B01011,Styrenix Performance Materials Limited,506222,STYRENIX,
INE0U6201010,SUBAM PAPERS LIMITED,544267,,
INE754A01055,Subex Limited,532348,SUBEXLTD,
INE690D01014,Subhash Silk Mills Ltd.,530231,,
INE287B01021,Subros Limited,517168,SUBROS,
INE618D01015,Sudal Industries Limited,506003,,
INE659A01023,Sudarshan Chemical Industries Limited,506655,SUDARSCHEM,Sudarshan Chemical Indus. Ltd.
INE492A01029,Sudarshan Colorants India Limited,506390,SUDARCOLOR,
INE00TV01023,SUDARSHAN PHARMA INDUSTRIES LIMITED,543828,,
INE0QPI01025,Sudeep Pharma Limited,544619,SUDEEPPHRM,
INE691D01012,Suditi Industries Ltd.,521113,,
INE249U01013,Sueryaa Knitwear Limited,540318,,
INE309D01011,Sugal & Damani Share Brokers Ltd.,511654,,
INE0XX801016,SUGS LLOYD LIMITED,544501,,
INE029H01016,Sujala Trading & Holdings Ltd.,539117,,
INE450E01029,Sukhjit Starch & Chemicals Limited,524542,SUKHJITS,
INE142Q01026,Sula Vineyards Limited,543711,SULA,
INE673M01029,Sulabh Engineers & Services Limited,508969,,
INE886B01012,Sumedha Fiscal Services Ltd.,530419,,
INE235C01036,Sumeet Industries Limited,514211,SUMEETINDS,
INE764B01029,Sumeru Industries Ltd.,530445,,
INE748Z01013,Sumit Woods Limited,,SUMIT,
INE258G01013,Sumitomo Chemical India Limited,542920,SUMICHEM,
INE519C01017,Summit Securities Limited,533306,SUMMITSEC,
INE232I01014,Sun Pharma Advanced Research Company Limited,532872,SPARC,
INE044A01036,Sun Pharmaceutical Industries Limited,524715,SUNPHARMA,
INE206Z01020,Sun Retail Limited,542025,,
INE424H01027,Sun TV Network Limited,532733,SUNTV,
INE452S01025,Suncare Traders Limited,539526,,
INE584D01019,Suncity Synthetics Ltd.,530795,,
INE073D01013,Sundaram Brake Linings Limited,590072,SUNDRMBRAK,
INE0Q3R01026,Sundaram Clayton Limited,544066,SUNCLAY,
INE660A01013,Sundaram Finance Limited,590071,SUNDARMFIN,
INE108E01023,Sundaram Multi Pap Limited,533166,SUNDARAM,
INE387A01021,Sundram Fasteners Limited,500403,SUNDRMFAST,
INE209A01019,Sundrop Brands Limited,500215,SUNDROP,
INE947A01014,Sunflag Iron And Steel Company Limited,500404,SUNFLAG,Sunflag Iron & Steel Co. Ltd.
INE271D01013,Sungold Capital Ltd.,531433,,
INE266S01011,Sungold Media and Entertainment Limited,541799,,
INE224D01012,Sunil Agro Foods ltd.,530953,,
INE671C01016,Sunil Healthcare Limited,537253,,
INE124M01015,Sunil Industries Ltd.,521232,,
INE0Q1S01010,Sunita Tools Limited,544001,,
INE459D01014,Sunraj Diamond Exports Ltd.,523425,,
INE671K01027,SUNRAKSHAKK INDUSTRIES INDIA LIMITED,539300,,
INE0KPY01017,Sunrise Efficient Marketing Limited,543515,,
INE371U01015,Sunrise Industrial Traders Ltd.,501110,,
INE199E01014,Sunshield Chemicals Ltd.,530845,,
INE10CM01027,Sunsky Logistics Limited,544566,,
INE805D01034,Sunteck Realty Limited,512179,SUNTECK,
INE897A01011,Super Bakers (India) Ltd.,530735,,
INE366G01022,Super Crop Safe Ltd.,530883,,
INE459U01018,SUPER FINE KNITTERS LIMITED,540269,,
INE16IQ01014,Super Iron Foundry Limited,544381,,
INE091C01017,Super Sales India Ltd.,512527,,
INE662A01027,Super Spinning Mills Limited,521180,SUPERSPIN,
INE460D01038,Super Tannery Limited,523842,,
INE712B01010,Superhouse Limited,523283,SUPERHOUSE,
INE574R01028,Superior Finlease Limited,539835,,
INE843L01012,Superior Industrial Enterprises Limited,519234,,
INE00SY01011,Supershakti Metaliks Limited,541701,,
INE0SC101013,SUPERTECH EV LIMITED,544428,,
INE881B01054,Supertex Industries Ltd,526133,,
INE549S01036,SUPHA PHARMACHEM LIMITED,539561,,
INE268T01015,Supra Pacific Financial Services Limited,540168,,
INE533B01028,Supra Trends Limited,511539,,
INE399C01030,Suprajit Engineering Limited,532509,SUPRAJIT,
INE319Z01021,Supreme Engineering Limited,,SUPREMEENG,
INE822E01011,Supreme Holdings & Hospitality (India) Limited,530677,SUPREME,
INE195A01028,Supreme Industries Limited,509930,SUPREMEIND,
INE550H01011,Supreme Infrastructure India Limited,532904,SUPREMEINF,
INE663A01033,Supreme Petrochem Limited,500405,SPLPETRO,
INE07RO01027,Supriya Lifescience Limited,543434,SUPRIYA,
INE843S01025,Suraj Estate Developers Limited,544054,SURAJEST,
INE170U01011,Suraj Industries Limited.,526211,,
IN9170U01035,Suraj Industries Limited.,890226,,
INE713C01016,Suraj Limited,531638,SURAJLTD,
INE069E01019,Suraj Products Ltd.,518075,,
INE877V01027,Suraksha Diagnostic Limited,544293,SURAKSHA,
INE272L01022,Surana Solar Limited,533298,SURANASOL,
INE130B01031,Surana Telecom and Power Limited,517530,SURANAT&P,
INE936A01025,Surat Trade and Mercantile Limited,530185,,
INE05ST01028,Suratwwala Business Group Limited,543218,SBGLP,
INE899E01019,Surbhi Industries Limited,514260,,
INE446E01019,Surya India Limited,539253,,
INE335A01020,Surya Roshni Limited,500336,SURYAROSNI,
INE360J01011,Suryaamba Spinning Mills Limited,533101,,
INE713B01026,Suryalakshmi Cotton Mills Limited,521200,SURYALAXMI,
INE132C01027,Suryalata Spinning Mills Limited,514138,SURYALA,
INE565E01016,Suryo Foods & Industries Ltd.,519604,,
INE428Q01011,Suryoday Small Finance Bank Limited,543279,SURYODAY,
INE2L0V01019,Susan Electricals India Limited,544793,,
INE645H01027,Sutlej Textiles and Industries Limited,532782,SUTLEJTEX,SUTLEJ TEXTILES & INDUSTRIES LIMITED
INE495B01038,Suven Life Sciences Limited,530239,SUVEN,
INE936N01010,Suvidha Infraestate Corporation Limited,531640,,
INE018401013,Suvidhaa Infoserve Limited,543281,SUVIDHAA,
INE07GA01011,Suyog Gurbaxani Funicular Ropeways Limited,543391,,
INE442P01014,Suyog Telematics Limited,537259,SUYOG,
INE040H01021,Suzlon Energy Limited,532667,SUZLON,
INE763K01014,SVA India Ltd,531885,,
INE119B01018,Svam Software Ltd,523722,,
INE406N01014,Svaraj Trading & Agencies Ltd.,503624,,
INE730R01042,Svarnim Trade Udyog Limited,539911,,
INE038B01010,SVC INDUSTRIES LIMITED,524488,,
INE308E01029,SVP GLOBAL TEXTILES LIMITED,505590,SVPGLOB,
INE0MID01012,SVS VENTURES LIMITED,543745,,
INE716M01034,Swadeshi Industries Leasing Co. Ltd,506863,,
INE243N01029,Swadeshi Polytex Ltd.,503816,,
INE0P4R01017,Swadha Nature Limited,531039,,
INE150R01019,Swagtam Trading & Services Limited,539406,,
INE665A01038,SWAN CORP LIMITED,503310,SWANCORP,
INE542F01020,Swan Defence and Heavy Industries Limited,533107,SWANDEF,
INE277A01016,Swaraj Engines Limited,500407,SWARAJENG,
INE595G01018,Swarna Securities Ltd.,531003,,
INE967A01012,SWARNSARITA JEWELS INDIA LIMITED,526365,,
INE0RDR01012,Swashthik Plascon Limited,544035,,
INE0TIR01017,Swasth Foodtech India Limited,544368,,
INE895A01023,Swasti Vinayaka Art And Heritage Corporation Ltd,512257,,
INE804A01025,Swasti Vinayaka Synthetics Ltd.,510245,,
INE0PTF01017,Swastika Castal Limited,544452,,
INE691C01022,Swastika Investmart Ltd,530585,,
INE210F01016,Swati Projects Limited,543914,,
INE409B01013,Swelect Energy Systems Limited,532051,SWELECTES,
INE00H001014,Swiggy Limited,544285,SWIGGY,
INE010C01025,SWISS MILITARY CONSUMER GOODS LIMITED,523558,,
INE311D01017,Switching Technologies Gunther Ltd.,517201,,
INE295B01016,SWOJAS FOODS LIMITED,530217,,
INE706F01021,Sylph Industries Limited,511447,,
INE653R01012,Symbiox Investment & Trading Co. Ltd.,539278,,
INE225D01027,Symphony Limited,517385,SYMPHONY,
INE312C01025,Syncom Formulations (India) Limited,524470,SYNCOMF,
INE00QT01015,Synergy Green Industries Limited,541929,SGIL,
INE398R01022,Syngene International Limited,539268,SYNGENE,
INE0DYJ01015,Syrma SGS Technology Limited,543573,SYRMA,
INE121D01036,Syschem (India) Ltd.,531173,,
INE1KLZ01011,SYSTEMATIC INDUSTRIES LIMITED,544541,,
INE356B01024,Systematix Corporate Services Limited,526506,SYSTMTXC,
INE07P301011,Systematix Securities Ltd.,531432,,
INE811B01010,T & I Global Ltd.,522294,,
INE592B01024,T T Limited,514142,TTL,
INE541C01037,T. Spiritual World Ltd.,532444,,
INE524T01011,Taal Tech Limited,539956,TAALTECH,
INE385D01029,TAHMAR ENTERPRISES LIMITED,516032,,
INE358D01018,Tai Industries Ltd.,519483,,
INE123C01018,Tainwala Chemical and Plastic (I) Limited,507785,TAINWALCHM,Tainwala Chemicals & Plastics Ltd
INE586B01026,Taj GVK Hotels & Resorts Limited,532390,TAJGVK,
INE142I01023,Take Solutions Limited,532890,TAKE,
INE14OX01013,TAKYON NETWORKS LIMITED,544471,,
INE187D01029,Talbros Automotive Components Limited,505160,TALBROAUTO,
INE717E01013,TALBROS ENGINEERING LIMITED,538987,,
INE864J01012,Tamboli Industries Limited,533170,TAMBOLIIN,
INE107A01015,Tamil Nadu Newsprint & Papers Limited,531426,TNPL,Tamil Nadu Newsprint And Papers Ltd
INE668A01016,Tamilnad Mercantile Bank Limited,543596,TMB,
INE148A01019,Tamilnadu PetroProducts Limited,500777,TNPETRO,
INE141D01018,Tamilnadu Telecommunication Limited,523419,TNTELE,Tamilnadu Telecommunications Ltd.
INE896J01014,TANDHAN INDUSTRIES LIMITED,512062,,
INE692C01020,Taneja Aerospace & Aviation Ltd.,522229,,
INE639B01023,TANFAC Industries Ltd.,506854,,
INE483C01032,Tanla Platforms Limited,532790,TANLA,
INE978V01015,Tanvi Foods (India) Limited,540332,,
INE614R01014,Taparia Tools Ltd.,505685,,
INE555Z01020,Tara Chand InfraLogistic Solutions Limited,,TARACHAND,
INE906C01016,Tarai Foods Ltd.,519285,,
INE747K01017,Tarapur Transformers Limited,533203,TARAPUR,
INE0EK901012,TARC Limited,543249,TARC,
INE849M01017,Tarini International Limited,538496,,
INE924H01018,Tarmat Limited,532869,TARMAT,
INE144Z01023,Tarsons Products Limited,543399,TARSONS,
INE552H01017,Tashi India Ltd.,512271,,
INE488B01017,Tasty Bite Eatables Limited,519091,TASTYBITE,
INE773Y01014,Tasty Dairy Specialities Limited,540955,,
INE976I01016,Tata Capital Limited,544574,TATACAP,
INE092A01019,Tata Chemicals Limited,500770,TATACHEM,
INE151A01013,Tata Communications Limited,500483,TATACOMM,
INE467B01029,Tata Consultancy Services Limited,532540,TCS,
INE192A01025,TATA CONSUMER PRODUCTS LIMITED,500800,TATACONSUM,
INE670A01012,Tata Elxsi Limited,500408,TATAELXSI,
INE672A01026,Tata Investment Corporation Limited,501301,TATAINVEST,
INE1TAE01010,Tata Motors Limited,544569,TMCV,
INE155A01022,Tata Motors Passenger Vehicles Limited,500570,TMPV,
INF277K30047,Tata Mutual Fund,544649,,
INF277K30054,Tata Mutual Fund,544650,,
INF277K30013,Tata Mutual Fund,544651,,
INF277K30039,Tata Mutual Fund,544652,,
INF277K30021,Tata Mutual Fund,544653,,
INF277K015R5,Tata Mutual Fund - Permitted,590160,,
INE245A01021,Tata Power Company Limited,500400,TATAPOWER,Tata Power Co. Ltd
INE081A01020,Tata Steel Limited,500470,TATASTEEL,
INE142M01025,Tata Technologies Limited,544028,TATATECH,
INE517B01013,Tata Teleservices (Maharashtra) Limited,532371,TTML,
INE083G01031,Tatia Global Vennture Limited,521228,,
INE0GK401011,Tatva Chintan Pharma Chem Limited,543321,TATVA,
INE459Z01017,Taylormade Renewables Limited,541228,,
INE673O01025,TBO Tek Limited,544174,TBOTEK,
INE887D01016,TCC Concept Limited,512038,TCC,
INE389D01013,TCFC Finance Ltd,532284,,
INE586V01016,TCI Express Limited,540212,TCIEXP,
INE911B01018,TCI Finance Limited,501242,TCIFINANCE,
INE920B01019,TCI Industries Ltd.,532262,,
INE034F01010,TCM Ltd.,524156,,
INE822C01015,TCPL Packaging Limited,523301,TCPLPACK,
INE419M01027,TD Power Systems Limited,533553,TDPOWERSYS,
INE289C01025,Team India Guaranty Limited,511559,TEAMGTY,
INE601A01017,TEAM24 CONSUMER PRODUCTS LIMITED,500458,,
INE985S01024,Teamlease Services Limited,539658,TEAMLEASE,
INE065J01024,Teamo Productions HQ Limited,533048,TPHQ,
INE669C01036,Tech Mahindra Limited,532755,TECHM,
INE0P4P01011,TECHKNOWGREEN SOLUTIONS LIMITED,543991,,
INE0ZHT01012,TECHNICHEM ORGANICS LIMITED,544327,,
INE285K01026,Techno Electric & Engineering Company Limited,542141,TECHNOE,
INE545H01011,Technocraft Industries (India) Limited,532804,TIIL,
INE881P01013,Technojet Consultants Ltd.,509917,,
INE0MXP01015,Technopack Polymers Limited,543656,,
INE314H01012,TechNVision Ventures Limited,501421,TECHNVISN,
INE014B01011,TECIL Chemicals and Hydro Power Limited,506680,TECILCHEM,Tecil Chemicals & Hydro Power Limit
INE757D01011,Teesta Agro Industries Ltd,524204,,
INE011K01018,Tega Industries Limited,543413,TEGA,
INE010J01012,Tejas Networks Limited,540595,TEJASNET,
INE173E01019,TEJASSVI AAHARAM LIMITED,531628,,
INE030T01027,Tejnaksh Healthcare Limited,539428,,
INE381G01013,TeleCanor Global Limited,530595,,
INE0SRP01014,TELGE PROJECTS LIMITED,544544,,
INE778I01024,TELOGICA LIMITED,532975,,
INE869Y01010,Tembo Global Industries Limited,,TEMBO,
INE19RI01016,Tenneco Clean Air India Limited,544612,TENNIND,
INE482B01010,Tera Software Limited,533982,TERASOFT,
INE390D01011,Terai Tea Co. Ltd.,530533,,
INE122V01010,Terraform Magnum Limited,506162,,
INE123V01018,Terraform Realstate Limited,512157,,
INE594V01028,Texel Industries Ltd.,526638,,
INE435C01024,Texmaco Infrastructure & Holdings Limited,505400,TEXINFRA,
INE621L01012,Texmaco Rail & Engineering Limited,533326,TEXRAIL,
INE141K01013,Texmo Pipes and Products Limited,533164,TEXMOPIPES,
INE797H01018,TGB Banquets And Hotels Limited,532845,TGBHOTELS,
INE0SMU01015,TGIF AGRIBUSINESS LIMITED,544175,,
INE284B01028,TGV SRAAC LIMITED,507753,,
INE077P01034,Thacker & Company Limited,509945,THACKER,Thacker & Co. Ltd.
INE403F01017,Thakkers Developers Limited,526654,THAKDEV,Thakker's Developers Ltd.
INE04VT01017,THAKKERS GROUP LIMITED,507530,,
INE190F01028,Thakral Services (India) Limited,509015,,
INE085J01014,Thangamayil Jewellery Limited,533158,THANGAMAYL,
INE715B01021,The Andhra Sugars Limited,590062,ANDHRSUGAR,
INE294Z01018,The Anup Engineering Limited,542460,ANUP,
INE050A01025,The Bombay Burmah Trading Corporation Limited,501425,BBTC,
INE319B01014,The Byke Hospitality Ltd,531373,BYKE,
INE171A01029,The Federal Bank  Limited,500469,FEDERALBNK,
INE017A01032,The Great Eastern Shipping Company Limited,500620,GESHIP,Great Eastern Shipping Co. Ltd.
INE646C01018,The Grob Tea Company Limited,,GROBTEA,
INE127B01011,The Hi-Tech Gears Limited,522073,HITECHGEAR,
INE383A01012,The India Cements Limited,530005,INDIACEM,
INE053A01029,The Indian Hotels Company Limited,500850,INDHOTEL,Indian Hotels Co. Ltd
INE586E01020,The Indian Wood Products Company Limited,540954,IWP,The Indian Wood Products Co. Ltd.
INE924D01017,The Investment Trust Of India Limited,530023,THEINVEST,
INE168A01041,The Jammu & Kashmir Bank Limited,532209,J&KBANK,Jammu and Kashmir Bank Ltd.
INE614B01018,The Karnataka Bank Limited,532652,KTKBANK,
INE861B01023,The Motor & General Finance Limited,501343,MOTOGENFIN,Motor & General Finance (M.G.F.) Lt
INE470Y01017,The New India Assurance Company Limited,540769,NIACL,
INE725E01024,The Orissa Minerals Development Company Limited,590086,ORISSAMINE,
INE431F01018,The Peria Karamalai Tea & Produce Company Limited,,PKTEA,
INE211B01039,The Phoenix Mills Limited,503100,PHOENIXLTD,
INE398C01016,The Phosphate Company Limited,542123,,
INE331A01037,The Ramco Cements Limited,500260,RAMCOCEM,
INE615A01025,The Ravalgaon Sugar Farm Limited,507300,,
INE301D01026,The Ruby Mills Limited,503169,RUBYMILLS,
INE583B01015,The Sandesh Limited,526725,SANDESH,
INE683A01023,The South Indian Bank Limited,532218,SOUTHBANK,
INE532U01012,The Southern Gas Limited,509910,,
INE655A01013,The State Trading Corporation of India Limited,512531,STCINDIA,
INE071E01023,The Ugar Sugar Works Limited,530363,UGARSUGAR,
INE458F01011,The United Nilgiri Tea Estates Company Limited,,UNITEDTEA,
INE215F01023,The Western India Plywoods Limited,,WIPL,
INE868X01014,The Yamuna Syndicate Ltd,540980,,
INE121N01019,Thejo Engineering Limited,,THEJO,
INE083B01024,Themis Medicare Limited,530199,THEMISMED,
INE152A01029,Thermax Limited,500411,THERMAX,
INE365S01045,THINKINK PICTUREZ LIMITED,539310,,
